Village_Name,Village,Union_Name
SREEKALA,190,JAMALPUR
TARAF BAJIT,200,JAMALPUR
DAKKHIN HATBAMNI,040,KAMARPARA
MADHYA HATBAMNI,131,KAMARPARA
UTTAR HATBAMNI,212,KAMARPARA
HIALI,080,KAMARPARA
PASHCHIM KESHLIDANGA,160,KAMARPARA
PURBA KESHLIDANGA,161,KAMARPARA
KHAMAR BAGCHI,110,KAMARPARA
KHAMAR BAGCHI (PART),111,KAMARPARA
KISMAT BAGCHI,110,KAMARPARA
LAKKHIPUR,120,KAMARPARA
NURPUR,140,KAMARPARA
BARA GOPALPUR,020,KHORDA KOMARPUR
BUZRUK MOJAHIDPUR,020,KHORDA KOMARPUR
BUZRUK PAKURIA,020,KHORDA KOMARPUR
DOULATPUR,040,KHORDA KOMARPUR
FULBARI,060,KHORDA KOMARPUR
JANIPUR,100,KHORDA KOMARPUR
KHORDA KOMARPUR,110,KHORDA KOMARPUR
KHORDA MOJAHIDPUR,110,KHORDA KOMARPUR
KISMAT DURGAPUR,110,KHORDA KOMARPUR
PAIKA,160,KHORDA KOMARPUR
TALUK HARIDAS,200,KHORDA KOMARPUR
TARAF JAHAN,200,KHORDA KOMARPUR
DASHALIA,040,NALDANGA
KHAMAR DASHALIA,110,NALDANGA
KISMAT HAMID,110,NALDANGA
MANDUARPARA,130,NALDANGA
NALDANGA,140,NALDANGA
PRATAB,160,NALDANGA
SREERAMPUR,190,NALDANGA
ARAZI CHHANDIAPUR,010,RASULPUR
ARAZI TARAF KAMAL,010,RASULPUR
BAISHNABDAS,020,RASULPUR
BARA DAUDPUR,020,RASULPUR
CHAK NARAYAN,030,RASULPUR
CHHANDIAPUR,030,RASULPUR
JOYDEB,100,RASULPUR
JUNIDPUR,100,RASULPUR
KISMAT TAJPUR,110,RASULPUR
MAHISHBANDI,130,RASULPUR
TARAF FAZIL,200,RASULPUR
TARAF KAMAL,200,RASULPUR
BHANGAMOR,020,BHARATKHALI
CHITHALIA,030,BHARATKHALI
GATIA,070,BHARATKHALI
KUKRAHAT,110,BHARATKHALI
MANDURA,130,BHARATKHALI
SAKOA,190,BHARATKHALI
SANKIBHANGA,190,BHARATKHALI
ULLA,210,BHARATKHALI
BATI,020,BONARPARA
BONARPARA,020,BONARPARA
DALDALIA,040,BONARPARA
DURGAPUR,040,BONARPARA
HELENCHA,080,BONARPARA
KALPANI,110,BONARPARA
MAYMANTAPUR,130,BONARPARA
RAGHABPUR,180,BONARPARA
SHIMULTAIR,190,BONARPARA
TELIAN,200,BONARPARA
BAULIA,020,GHURIDAHA
CHINIRPATAL,030,GHURIDAHA
GHURIDAHA,070,GHURIDAHA
JADURTAIR,100,GHURIDAHA
JHARABARSHA,100,GHURIDAHA
KAMALPUR,110,GHURIDAHA
MATHARPARA,130,GHURIDAHA
KHAMAR PABANTAIR,110,GHURIDAHA
PABANTAIR,161,GHURIDAHA
PACHA BASTA,160,GHURIDAHA
PURBA ANANTAPUR,160,GHURIDAHA
BERA,020,HALDIA
CHENGALIA,030,HALDIA
DIGHALKANDI,040,HALDIA
GARAMARA,070,HALDIA
GARAMARA SIKASTIPAYASTICHAR,070,HALDIA
GOBINDAPUR,070,HALDIA
GUABARI,070,HALDIA
HALDIA,080,HALDIA
KALURPARA,110,HALDIA
KANAIPARA,110,HALDIA
KUMARPARA,110,HALDIA
NALCHHIA,140,HALDIA
PATILBARI,160,HALDIA
ABDULLAR PARA,010,JUMARBARI
AMDIRPARA,010,JUMARBARI
BADINARPARA,,JUMARBARI
BADINARPARA,020,JUMARBARI
BAGARBHITA,020,JUMARBARI
BAJITNAGAR,020,JUMARBARI
BASANTERPARA,020,JUMARBARI
BENGARPARA,020,JUMARBARI
CHANDPARA,030,JUMARBARI
DAICHARA,040,JUMARBARI
JUMARBARI,100,JUMARBARI
KAMARPARA,110,JUMARBARI
KATHUR,110,JUMARBARI
KUNDAPARA,110,JUMARBARI
MAMUDPUR,130,JUMARBARI
MECHHAT,130,JUMARBARI
MAMUDPUR,130,JUMARBARI
THAIKARERPARA,200,JUMARBARI
ANANTAPUR,010,KACHUA
BALUA,020,KACHUA
BARAIKANDI,020,KACHUA
BURUNGI,020,KACHUA
CHANDANPAT,030,KACHUA
GACHHABARI,070,KACHUA
JHAILTALA,100,KACHUA
KACHUA,110,KACHUA
OSMANERPARA,150,KACHUA
PACHIARPUR,160,KACHUA
PATHANPARA,160,KACHUA
RAMNAGAR,180,KACHUA
SATITALA,190,KACHUA
ULYA SONATALA,210,KACHUA
AG GARGARIA,010,KAMALERPARA
BALIARBER,020,KAMALERPARA
BANGABARI,020,KAMALERPARA
BAROKONA,020,KAMALERPARA
BHAGABANPUR,020,KAMALERPARA
CHAKULI,030,KAMALERPARA
CHHILMANERPARA,030,KAMALERPARA
FALIA,060,KAMALERPARA
PAKURTALA,161,KAMALERPARA
PANCHPUR,162,KAMALERPARA
GAZARIA,070,KAMALERPARA
GORERPARA,070,KAMALERPARA
HAPANIA,080,KAMALERPARA
JALALTAIR,100,KAMALERPARA
JANGALIA,100,KAMALERPARA
CHARPARA,030,KAMALERPARA
KAICHARA,111,KAMALERPARA
MANGLARPARA,132,KAMALERPARA
KAMALERPARA,110,KAMALERPARA
KINKARPUR,110,KAMALERPARA
NASIRARPARA,140,KAMALERPARA
PACHH GARGARIA,160,KAMALERPARA
SAHABAZERPARA,190,KAMALERPARA
SHIMULBARI,190,KAMALERPARA
SHIMULBARIA,190,KAMALERPARA
SUJALPUR,190,KAMALERPARA
BELTAIL,020,MUKTINAGAR
BHARATKHALI,020,MUKTINAGAR
CHAKCHAKIA,030,MUKTINAGAR
DHANGHARA,040,MUKTINAGAR
DHONARUHA,040,MUKTINAGAR
KHAMAR DHNARUHA,110,MUKTINAGAR
KUKHATAIR,110,MUKTINAGAR
MAJHBARI,130,MUKTINAGAR
PUTIMARI,160,MUKTINAGAR
SHYAMPUR,190,MUKTINAGAR
CHAK DATEYA,030,PADUMSHAHAR
DAKKHINPARA,040,PADUMSHAHAR
JORDOBA,101,PADUMSHAHAR
KOTALPARA,112,PADUMSHAHAR
KUMARGARI,113,PADUMSHAHAR
MADHYAPARA,134,PADUMSHAHAR
MASJIDER BHITA,135,PADUMSHAHAR
PANDITPARA,166,PADUMSHAHAR
SHILPARA,197,PADUMSHAHAR
TENTULERBHITA,208,PADUMSHAHAR
BHARAT MANDALPARA NO-1,020,PADUMSHAHAR
BHARAT MANDALPARA NO-2,021,PADUMSHAHAR
CHARPARA,032,PADUMSHAHAR
KANIPARA,113,PADUMSHAHAR
MIABARI MAHISHLATHI,134,PADUMSHAHAR
MUKTIPARA,135,PADUMSHAHAR
SATTEKAR,196,PADUMSHAHAR
ULYAPARA,217,PADUMSHAHAR
BANSHHATA,020,SAGHATA
BHAGIRCHHEO,020,SAGHATA
BUGARPATAL,020,SAGHATA
GOBINDI,070,SAGHATA
HASILKANDI,080,SAGHATA
HATBARI,080,SAGHATA
JOGIPARA,100,SAGHATA
KACHUAHAT,110,SAGHATA
KOALIKAND,110,SAGHATA
SAGHATA,190,SAGHATA
SATHALIA,190,SAGHATA
SENGUA,190,SAGHATA
BALDIPARA,020,BAMANDANGA
DEODOBA,040,BAMANDANGA
FALGACHHA,060,BAMANDANGA
HATIBANDHA,080,BAMANDANGA
JAMAL,100,BAMANDANGA
KHAMAR MANIRAM,110,BAMANDANGA
MANIRAM,130,BAMANDANGA
MANIRAM KAZI,130,BAMANDANGA
MANMATH,130,BAMANDANGA
NAGAR KATHGARA,140,BAMANDANGA
PAITKAPARA,160,BAMANDANGA
RAMDHAN,180,BAMANDANGA
SATGIRI,190,BAMANDANGA
TALUK FALGACHHA,200,BAMANDANGA
TALUK RAMDEB,200,BAMANDANGA
BEKRIRCHAR,020,BELKA
MADHYA BELKA,130,BELKA
PASHCHIM BELKA,161,BELKA
PURBA BELKA,162,BELKA
BELKA NABABGANJ,020,BELKA
JIGABARI,100,BELKA
KISMAT SADAR,110,BELKA
MAJHBARI,130,BELKA
PANCHANANDA PALASHTALA,160,BELKA
RAMDAKUA,181,BELKA
TALUK BELKA,200,BELKA
DAKKHIN CHANDIPUR,040,CHANDIPUR
FARAZIPARA,061,CHANDIPUR
PASHCHIM CHANDIPUR,162,CHANDIPUR
PURBA CHANDIPUR,163,CHANDIPUR
UTTAR CHANDIPUR,214,CHANDIPUR
DAKKHIN SICHA,040,CHANDIPUR
UTTAR SICHA,211,CHANDIPUR
BOCHAGARI,020,CHANDIPUR
KAMARER BHITA,111,CHANDIPUR
PASHCHIM BOCHAGARI,162,CHANDIPUR
PURBA BOCHAGARI,163,CHANDIPUR
BAGANERGHAT,020,CHHAPARHATI
BAMNIRPARA,021,CHHAPARHATI
CHHAYANI,032,CHHAPARHATI
DAPACHILA,043,CHHAPARHATI
KEKAITARI,114,CHHAPARHATI
SONALERPARA,195,CHHAPARHATI
PASHCHIM KHAMAR,160,CHHAPARHATI
PURBA KHAMAR,161,CHHAPARHATI
DURAMARI,040,CHHAPARHATI
HAUDERBHITA,081,CHHAPARHATI
KHANPARA,112,CHHAPARHATI
KUSHTARI,113,CHHAPARHATI
TAKIMARI,204,CHHAPARHATI
CHAR TARI,030,CHHAPARHATI
KANTHALERGHAT,111,CHHAPARHATI
MOULVIPARA,132,CHHAPARHATI
DHUBNITARI,040,CHHAPARHATI
MAJHIPARA,131,CHHAPARHATI
UTTAR MARUADAHA,212,CHHAPARHATI
ARAZI DAHABANDA,010,DAHABANDA
DAKKHIN BAMANJAL,044,DAHABANDA
UTTAR BAMANJAL,220,DAHABANDA
DAKKHIN DHUMAITARI,040,DAHABANDA
UTTAR DHUMAITARI,214,DAHABANDA
GOPALCHARAN,072,DAHABANDA
HURABHAYA KHAN,080,DAHABANDA
JARAMNADI,101,DAHABANDA
PASHCHIM JHINIA,160,DAHABANDA
PURBA JHINIA,161,DAHABANDA
BAZRA HALDIA,020,DHOPADANGA
BISHWAS HALDIA,020,DHOPADANGA
DAKKHIN DHOPADANGA,040,DHOPADANGA
HATIA,080,DHOPADANGA
KISMAT DHOPADANGA,110,DHOPADANGA
KISMAT HALDIA,110,DHOPADANGA
DAKKHIN RAJIBPUR,040,DHOPADANGA
PASHCHIM RAJIBPUR,161,DHOPADANGA
UTTAR RAJIBPUR,212,DHOPADANGA
UTTAR DHOPADANGA,210,DHOPADANGA
CHAR CHARITABARI,030,HARIPUR
KANI CHARITABARI,111,HARIPUR
CHAR HARIPUR,030,HARIPUR
CHARITABARI,030,HARIPUR
GENDURAM,070,HARIPUR
HARIPUR,080,HARIPUR
LAKHIARPARA,120,HARIPUR
MADARIPARA HARIPUR,130,HARIPUR
PARA SADUA,160,HARIPUR
PATRAKHATA,160,HARIPUR
RAGHAB,180,HARIPUR
UJAN TEORA,210,HARIPUR
BAJRA KANCHIBARI,020,KANCHIBARI
CHHAYGHARIA,030,KANCHIBARI
DULAL,040,KANCHIBARI
KALIR KHAMAR,110,KANCHIBARI
KANCHIBARI,110,KANCHIBARI
SATIRJAN,190,KANCHIBARI
DAKKHIN KAZIARCHAR,040,KAPASIA
DAKKHIN PORARCHAR,041,KAPASIA
UTTAR PORARCHAR,212,KAPASIA
BHATI BURAIL,020,KAPASIA
KERANIRCHAR,111,KAPASIA
BADAMERCHAR,020,KAPASIA
BERIBANDH,021,KAPASIA
DALALPARA,042,KAPASIA
DEPLI,043,KAPASIA
KAZIARCHAR,114,KAPASIA
PAGLARPAR,165,KAPASIA
PURBA BADAMERCHAR,166,KAPASIA
TONEGRAM,207,KAPASIA
BHATI BOCHAGARI,020,KAPASIA
KERANIRCHAR,111,KAPASIA
KHANABARI,112,KAPASIA
MASTERPARA,133,KAPASIA
PATRAKHATA,164,KAPASIA
KAPASIA,110,KAPASIA
ADARSHAGRAM,010,KAPASIA
BHORERPAKHI,021,KAPASIA
JHAKUAPARA,102,KAPASIA
KALAISOTA,113,KAPASIA
MAJHIPARA,134,KAPASIA
PAGLARHAT,165,KAPASIA
SINGIJANI,196,KAPASIA
BOCHAGARI,020,KAPASIA
GACHHBARI,071,KAPASIA
PURBA BADAMERCHAR,162,KAPASIA
RASHID MEMBERER GRAM,183,KAPASIA
BAZARPARA,020,RAMJIBAN
DAKKHIN BEKATARI,040,RAMJIBAN
UTTAR BEKATARI,211,RAMJIBAN
BHABANIPUR,020,RAMJIBAN
KASHDAHA,110,RAMJIBAN
KEKAI KASHDAHA,110,RAMJIBAN
NIJPARA,140,RAMJIBAN
PASHCHIM RAMJIBAN,160,RAMJIBAN
PURBA RAMJIBAN,161,RAMJIBAN
SUBARNADAHA,190,RAMJIBAN
PASHCHIM BACHHHATI,160,SARBANANDA
PURBA BACHHHATI,161,SARBANANDA
KISMAT SARBANANDA,110,SARBANANDA
TALUK BAJIT,200,SARBANANDA
DAKKHIN RAMBHADRA,040,SARBANANDA
UTTAR RAMBHADRA,211,SARBANANDA
DAKKHIN SAHABAZ,040,SARBANANDA
MADHYA SAHABAZ,131,SARBANANDA
UTTAR SAHABAZ,212,SARBANANDA
TALUK SARBANANDA,200,SARBANANDA
CHHARAR KUNTI,030,SHANTIRAM
HINDUPARA,081,SHANTIRAM
KHAMAR DHUBNI PRAMANIKPARA,112,SHANTIRAM
MAJUMDARPARA,133,SHANTIRAM
MANAS PASHCHIMPAR,134,SHANTIRAM
PASHTARI KANTHALERGHAT,165,SHANTIRAM
AKANDAPARA,010,SHANTIRAM
BEPARIPARA,021,SHANTIRAM
DHANDHANIPARA,042,SHANTIRAM
HAJIRGRAM MASTERPARA,083,SHANTIRAM
KUTIPARA,114,SHANTIRAM
MAJHIPARA,135,SHANTIRAM
MOLLAPARA,136,SHANTIRAM
SARKARPARA,197,SHANTIRAM
TELIPARA,208,SHANTIRAM
BHATIAPARA,020,SHANTIRAM
BINDABARI,021,SHANTIRAM
KHATIA GALAI,112,SHANTIRAM
KUTIPARA,113,SHANTIRAM
MAHISHBANDI,134,SHANTIRAM
PASHCHIMPARA,165,SHANTIRAM
AKANDAPARA,010,SHANTIRAM
BAGANCHALI,021,SHANTIRAM
FAKIRPARA,062,SHANTIRAM
JHAGRARCHAR,103,SHANTIRAM
KALIAR CHHIRA,114,SHANTIRAM
KHUDIRAMPARA,115,SHANTIRAM
MASTARPARA,136,SHANTIRAM
NAPITPARA,147,SHANTIRAM
NURURTARI,148,SHANTIRAM
RUHERBATA,189,SHANTIRAM
SHASHIBABURPARA,200,SHANTIRAM
PASHCHIM BAIDYANATH,160,SONARAY
PURBA BAIDYANATH,161,SONARAY
BALARAM,020,SONARAY
CHANDRA,030,SONARAY
FATEKHAN,060,SONARAY
PASHCHIM SHIBRAM,160,SONARAY
PURBA SHIBRAM,161,SONARAY
PASHCHIM SONARAY,160,SONARAY
PURBA SONARAY,161,SONARAY
BHELARAY,020,SREEPUR
BOALIA,020,SREEPUR
DAKKHIN SREEPUR,040,SREEPUR
DHARMAPUR,040,SREEPUR
SAMAS,190,SREEPUR
UTTAR SREEPUR,210,SREEPUR
CHACHIA MIRGANJ,031,TARAPUR
GHAGOA,070,TARAPUR
KHORDA,110,TARAPUR
LATSHALA,120,TARAPUR
NACHANI GHAGOA,140,TARAPUR
NAOHATI CHACHIA,140,TARAPUR
NIZAM KHAN,140,TARAPUR
TARAPUR,200,TARAPUR
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
ANDHARIJHAR,010,ANDHARIJHAR
KHAMAR ANDHARIBARI,110,ANDHARIJHAR
KHAMAR ANDHARIJHAR,111,ANDHARIJHAR
KHAMAR ANDHARIJHAR KUTHI,112,ANDHARIJHAR
BIR BARUITARI,020,ANDHARIJHAR
CHAR BARUITARI,031,ANDHARIJHAR
BIR DHAURIAR KUTHI,020,ANDHARIJHAR
CHAR DHAURIAR KUTHI,031,ANDHARIJHAR
HELDANGA,080,ANDHARIJHAR
KHALISHAKURI,110,BALADIA
SARDARTARI,191,BALADIA
ANGALER KUTHI,010,BALADIA
DAKKHIN BALADIA,041,BALADIA
ISLAMABAD,092,BALADIA
KUMARTARI,113,BALADIA
BEPARIPARA,020,BALADIA
BRAHMOTTAR,021,BALADIA
KHAMARPARA,112,BALADIA
KHANPARA,113,BALADIA
SARKARPARA,194,BALADIA
MANGALAR KUTHI,130,BALADIA
MARAKHANA,131,BALADIA
NAYAR CHHARA,142,BALADIA
CHATAM,030,BALADIA
HARIMANARPAR,081,BALADIA
PARASHURAMER KUTHI,162,BALADIA
PORABHITA,163,BALADIA
CHAR SATIPURI,030,BALADIA
SATIPURI,191,BALADIA
BALABARI,020,BALADIA
BALADIA,021,BALADIA
CHAR BALADIA,032,BALADIA
KHOCHABARI,113,BALADIA
SHAHI BAZAR,194,BALADIA
UTTAR BALADIA,215,BALADIA
CHARUAPARA,030,BANGASONAHAT
DHAKAIYAPARA,041,BANGASONAHAT
GAIBARI,072,BANGASONAHAT
DAKKHIN BHARATER CHHARA,040,BANGASONAHAT
MADHYA BHARATER CHHARA,131,BANGASONAHAT
UTTAR BHARATER CHHARA,212,BANGASONAHAT
ASAMPARA,010,BANGASONAHAT
FAKIRPARA,061,BANGASONAHAT
PASHCHIMPARA,162,BANGASONAHAT
KANIPARA GANARKUTHI,110,BANGASONAHAT
MADHYA GANARKUTHI,131,BANGASONAHAT
PASHCHIM GANARKUTHI,162,BANGASONAHAT
PURBA GANARKUTHI,163,BANGASONAHAT
UTTAR GANARKUTHI,214,BANGASONAHAT
DAKKHIN MAHIGANJ,040,BANGASONAHAT
MADHYA MAHIGANJ,131,BANGASONAHAT
UTTAR MAHIGANJ,212,BANGASONAHAT
DAKKHINPARA,040,BHURUNGAMARI
UTTARPARA ANGARIA,211,BHURUNGAMARI
BAGHBHANDAR,020,BHURUNGAMARI
JHUKIA,101,BHURUNGAMARI
SONATALI,192,BHURUNGAMARI
DAKKHIN PASHCHIM BHOTHAT,040,BHURUNGAMARI
MADHYA BHOTHAT,131,BHURUNGAMARI
PURBA BHOTHAT,162,BHURUNGAMARI
DAKKHIN DEWAN KHAMAR,040,BHURUNGAMARI
PASHCHIM DEWAN KHAMAR,161,BHURUNGAMARI
PURBA DEWAN KHAMAR,162,BHURUNGAMARI
UTTAR DEWAN KHAMAR,213,BHURUNGAMARI
GOPALPUR,070,BHURUNGAMARI
BEPARIPARA,020,BHURUNGAMARI
BHASANIPARA,021,BHURUNGAMARI
DAKKHIN KAMAT ANGARIA,042,BHURUNGAMARI
KHAMAR ISHWARBARUA,110,BHURUNGAMARI
KHAMAR PATRANABISH,110,BHURUNGAMARI
DAKKHIN MANIKKAZI,040,BHURUNGAMARI
UTTAR MANIKKAZI,211,BHURUNGAMARI
CHAR NALEYA,030,BHURUNGAMARI
KAIM NALEYA,111,BHURUNGAMARI
ARAZI PAIKDANGA,010,CHAR BHURUNGAMARI
BAHALKURI,020,CHAR BHURUNGAMARI
BANIATARI,021,CHAR BHURUNGAMARI
BEPARITARI,022,CHAR BHURUNGAMARI
CHARUATARI,033,CHAR BHURUNGAMARI
CHAR BHURUNGAMARI MADHYAPARA,030,CHAR BHURUNGAMARI
HUCHARBALA,081,CHAR BHURUNGAMARI
MUSULLITARI,132,CHAR BHURUNGAMARI
SISHABBARI,193,CHAR BHURUNGAMARI
CHHATRAPARA,030,CHAR BHURUNGAMARI
DARGAPARA,041,CHAR BHURUNGAMARI
ISLAMPUR PASHCHIMPARA,092,CHAR BHURUNGAMARI
ISLAMPUR PURBAPARA,093,CHAR BHURUNGAMARI
AIKUMARI BHATI,010,JOYMANIRHAT
BARA KHATAMARI,020,JOYMANIRHAT
CHHOTA KHATAMARI,030,JOYMANIRHAT
SINGJHAR,190,JOYMANIRHAT
BELDAHA,020,PAIKERCHHARA
CHHARAR PURBAPAR,030,PAIKERCHHARA
DAKKHINPARA,041,PAIKERCHHARA
MADHYAPARA,132,PAIKERCHHARA
UTTARPARA,213,PAIKERCHHARA
ARAIYAR KUTI,010,PAIKERCHHARA
GACHHIDANGA,071,PAIKERCHHARA
PAIKDANGA,160,PAIKERCHHARA
CHHATRAPARA,030,PAIKERCHHARA
JOLAPARA,101,PAIKERCHHARA
PATERSHWARIPARA,162,PAIKERCHHARA
DAKKHIN BANSHJANI,040,PATHARDUBI
DIADANGA,040,PATHARDUBI
MAIDAM,130,PATHARDUBI
PATHARDUBI,160,PATHARDUBI
PHULKUMAR,160,PATHARDUBI
TALUK MASHALDANGA,200,PATHARDUBI
DAKKHIN DHALDANGA BIR,040,SHILKHURI
DAKKHIN DHALDANGA CHAR,041,SHILKHURI
KATGIR,110,SHILKHURI
SHALJOR,190,SHILKHURI
UTTAR CHHOTA GOPALPUR,210,SHILKHURI
PASHCHIM UTTAR DHALDANGA,160,SHILKHURI
PURBA UTTAR DHALDANGA,161,SHILKHURI
UTTAR TILAI CHAR,210,SHILKHURI
UTTAR TILAIBIR,211,SHILKHURI
DAKKHIN CHHAT GOPALPUR,040,TILAI
BHOTGHATI,020,TILAI
MADHYAPARA,131,TILAI
NALEYA,142,TILAI
NAYAPARA,143,TILAI
PURBAPARA,164,TILAI
UTTARPARA,215,TILAI
KHOCHABARI,110,TILAI
PASHCHIM CHHAT GOPALPUR,160,TILAI
DAKKHIN CHAR SAJAI,040,KODALKATI
MADHYA CHAR SAJAI,131,KODALKATI
UTTAR CHAR SAJAI,212,KODALKATI
ANCHHAR DEALARPARA,010,KODALKATI
BALLABHPARA,021,KODALKATI
HAJIPARA,082,KODALKATI
JANAB DEWANIPARA,103,KODALKATI
JODDARPARA,104,KODALKATI
PAIKANTARIPARA,165,KODALKATI
SAYERUDDIN DEWANIPARA,196,KODALKATI
TERARASHIPARA,207,KODALKATI
UTTAR KODALKATI,218,KODALKATI
DAKKHIN SAJAI,040,KODALKATI
MADHYA SAJAI,131,KODALKATI
PURBA SAJAI,162,KODALKATI
SAJAI BAZARPARA,193,KODALKATI
SAJAI MASTERPARA,194,KODALKATI
UTTAR SAJAI,215,KODALKATI
BAJAR PARA,076,KODALKATI
BILPARA,087,KODALKATI
SHANKARMADHABPUR,190,KODALKATI
HIGH SCHOOL PARA,309,KODALKATI
BARABER MASTERPARA,020,MOHANGANJ
BARABER SARKARPARA,021,MOHANGANJ
MADHYA BARABER,132,MOHANGANJ
UTTAR BARABER,213,MOHANGANJ
BHELAMARI,020,MOHANGANJ
DHAKAIYAPARA,040,MOHANGANJ
CHARAIHATI,030,MOHANGANJ
CHATHAL,030,MOHANGANJ
DHALAGACHHA‌,040,MOHANGANJ
DIARARCHAR,040,MOHANGANJ
KIRTANIATARI,110,MOHANGANJ
NAOSHALA,140,MOHANGANJ
NAYACHAR UTTARPARA,140,MOHANGANJ
NAYACHAR AJMIRPARA,141,MOHANGANJ
NAYACHAR BAZARPARA,142,MOHANGANJ
NAYACHAR BHOTANGPARA,143,MOHANGANJ
NAYACHAR DAKKHINPARA,144,MOHANGANJ
NAYACHAR FAKIRPARA,145,MOHANGANJ
NAYACHAR GOALPARA,146,MOHANGANJ
NAYACHAR JIGAPARA,147,MOHANGANJ
NAYACHAR JOANIPARA,148,MOHANGANJ
NAYACHAR KALKIPARA,149,MOHANGANJ
NAYACHAR KOLPARA,150,MOHANGANJ
NAYACHAR MADANPARA,151,MOHANGANJ
NAYACHAR MADHYAPARA,152,MOHANGANJ
NAYACHAR MASTERPARA,153,MOHANGANJ
NAYACHAR MOLLAPARA,154,MOHANGANJ
NAYACHAR MUNSIPARA,155,MOHANGANJ
NAYACHAR PATDHOAPARA,156,MOHANGANJ
NAYACHAR SHANGKARPURPARA,157,MOHANGANJ
NAYACHAR SYLHETPARA,158,MOHANGANJ
NAYACHAR TINTHOPAPARA,159,MOHANGANJ
PANJARPARA,160,MOHANGANJ
SANNYASIKANDI,190,MOHANGANJ
SHIKARPUR,190,MOHANGANJ
SHILPURI,190,MOHANGANJ
BADARPUR,020,RAJIBPUR
ADARSHAGRAM,010,RAJIBPUR
BALIAMARI NAYAPARA,021,RAJIBPUR
BAZARPARA,022,RAJIBPUR
MANDALPARA,133,RAJIBPUR
PASHCHIM BEPARIPARA,164,RAJIBPUR
PASHCHIMPARA,165,RAJIBPUR
PURBA BEPARIPARA,166,RAJIBPUR
SANDARPARA,197,RAJIBPUR
SHIBERDANGI,198,RAJIBPUR
SHIBERDANGI NAYAPARA,199,RAJIBPUR
BHUIYANPARA,020,RAJIBPUR
CHAR RAJIBPUR MANDALPARA,031,RAJIBPUR
COLLEGEPARA,032,RAJIBPUR
DAKKHIN BARAIDANGI,043,RAJIBPUR
DAKKHIN MARICHAKANDI,044,RAJIBPUR
JAHIR MANDALPARA,105,RAJIBPUR
KACHARIPARA,116,RAJIBPUR
KARIGARPARA,117,RAJIBPUR
KENCHOMARI,118,RAJIBPUR
MADHYA MARICHAKANDI,139,RAJIBPUR
MADRASAPARA,140,RAJIBPUR
MEMBERPARA,141,RAJIBPUR
SABUJBAG,202,RAJIBPUR
SADEK DEWANIPARA,203,RAJIBPUR
TANGALIAPARA,214,RAJIBPUR
UTTAR BARAIDANGI,225,RAJIBPUR
UTTAR MARICHAKANDI,226,RAJIBPUR
YAD ALI SARKARPARA,267,RAJIBPUR
BAULPARA,020,RAJIBPUR
DHUBLIAPARA,041,RAJIBPUR
DHULAURI,042,RAJIBPUR
GARAIMARI,073,RAJIBPUR
JALCHIRAPARA,104,RAJIBPUR
KACHANIPARA,115,RAJIBPUR
KARAIDANGI,116,RAJIBPUR
LAMBAPARA,127,RAJIBPUR
MIAPARA,138,RAJIBPUR
NAMAPARA,149,RAJIBPUR
AJGAR DEWANIPARA,010,RAJIBPUR
KARATIPARA,111,RAJIBPUR
MADANERCHAR,132,RAJIBPUR
BALLABHPARA,076,ASHTAMIRCHAR
BHATPARA,083,ASHTAMIRCHAR
CHAR MUDAFAT NATUNCHAR,030,ASHTAMIRCHAR
FALUAPARA,061,ASHTAMIRCHAR
HACHHENERCHAR,082,ASHTAMIRCHAR
KALIGANJPARA,113,ASHTAMIRCHAR
THAKURERCHAR,204,ASHTAMIRCHAR
BAZARPARA,020,ASHTAMIRCHAR
BHUIYANPARA,021,ASHTAMIRCHAR
DATIARCHAR CLINICPARA,042,ASHTAMIRCHAR
ISMAIL MEMBERER GRAM,093,ASHTAMIRCHAR
JALIL MEMBERER GRAM,104,ASHTAMIRCHAR
NUR HOSSAIN DEWANIR GRAM,145,ASHTAMIRCHAR
THANAPARA,206,ASHTAMIRCHAR
ALFU MOLLARGRAM,010,ASHTAMIRCHAR
MAJIBAR MEMBERER GRAM,130,ASHTAMIRCHAR
MANDIR DEWANIR GRAM,131,ASHTAMIRCHAR
KHARUBHANJ,110,ASHTAMIRCHAR
AYNUL MOLLARGRAM,010,ASHTAMIRCHAR
BELAL DEWANIR GRAM,021,ASHTAMIRCHAR
MOSTAFA MEMBERER GRAM,130,ASHTAMIRCHAR
BAZARPARA,020,ASHTAMIRCHAR
CHAIRMANPARA,031,ASHTAMIRCHAR
FAKIRPARA,062,ASHTAMIRCHAR
HAJIPARA,083,ASHTAMIRCHAR
JUBBAR MOLLARPARA,104,ASHTAMIRCHAR
NABU DEWANIRPARA,145,ASHTAMIRCHAR
GOALPARA,070,ASHTAMIRCHAR
HAMID MASTERER GRAM,081,ASHTAMIRCHAR
JOYENUDDINER GRAM,102,ASHTAMIRCHAR
RAHMAN DEWANIR GRAM,183,ASHTAMIRCHAR
AMTALA,051,CHILMARI
ANGUR MEMBERER GRAM,010,CHILMARI
FAZALER GRAM,061,CHILMARI
NUR AMIN MEMBERER GRAM,142,CHILMARI
NUR MOHAMMADER GRAM,143,CHILMARI
BADSHA MEMBARER GRAM,020,CHILMARI
DAFADARER GRAM,041,CHILMARI
